,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
18816,1654752147,20.674,50.9,1237,415,12907,19423,938.685,1.5,1.56,10.34,1.613,0.036,18816,1
18818,1654752149,20.677,51.73,1243,408,12912,19422,938.683,1.49,1.55,10.27,1.601,0.036,18818,1
18820,1654752151,20.679,52.24,1243,411,12906,19421,938.698,1.57,1.63,10.77,1.68,0.038,18820,1
18822,1654752153,20.682,52.63,1224,403,12910,19417,938.686,1.57,1.63,10.79,1.682,0.038,18822,1
18824,1654752155,20.684,52.87,1216,411,12909,19422,938.695,1.53,1.59,10.53,1.642,0.037,18824,1
18826,1654752157,20.686,53.09,1253,412,12909,19415,938.696,1.53,1.59,10.56,1.646,0.037,18826,1
18828,1654752159,20.689,53.25,1247,406,12915,19420,938.71,1.51,1.57,10.39,1.62,0.037,18828,1
18830,1654752161,20.691,53.41,1235,408,12912,19426,938.702,1.46,1.52,10.04,1.566,0.035,18830,1
18832,1654752163,20.693,53.55,1218,400,12913,19425,938.706,1.47,1.52,10.09,1.574,0.036,18832,1
18834,1654752165,20.695,53.67,1201,400,12918,19427,938.711,1.54,1.6,10.59,1.651,0.037,18834,1
18836,1654752167,20.697,53.76,1216,404,12911,19418,938.709,1.56,1.63,10.77,1.679,0.038,18836,1
18838,1654752169,20.7,53.85,1233,413,12914,19426,938.713,1.54,1.6,10.62,1.655,0.037,18838,1
18840,1654752171,20.702,53.92,1193,400,12916,19424,938.695,1.55,1.61,10.66,1.663,0.038,18840,1
18842,1654752173,20.704,53.18,1157,400,12929,19445,938.707,1.56,1.62,10.72,1.672,0.038,18842,1
18844,1654752175,20.706,51.45,1157,400,12932,19444,938.709,1.54,1.6,10.57,1.648,0.037,18844,1
18846,1654752177,20.708,50.18,1170,400,12922,19438,938.696,1.61,1.67,11.09,1.729,0.039,18846,1
18848,1654752179,20.71,49.42,1155,400,12922,19437,938.714,1.6,1.66,10.98,1.713,0.039,18848,1
18850,1654752181,20.712,48.91,1235,408,12918,19425,938.715,1.58,1.64,10.88,1.696,0.038,18850,1
18852,1654752183,20.714,48.56,1205,408,12918,19427,938.711,1.61,1.67,11.07,1.726,0.039,18852,1
18854,1654752185,20.716,48.27,1210,400,12915,19431,938.703,1.68,1.75,11.57,1.804,0.041,18854,1
18856,1654752187,20.718,48.06,1186,401,12918,19425,938.711,1.69,1.76,11.66,1.819,0.041,18856,1
18858,1654752189,20.72,47.91,1178,400,12916,19436,938.697,1.65,1.71,11.32,1.766,0.04,18858,1
18860,1654752191,20.722,47.83,1203,408,12912,19430,938.709,1.56,1.62,10.71,1.67,0.038,18860,1
18862,1654752193,20.724,47.69,1193,415,12915,19431,938.689,1.49,1.55,10.24,1.597,0.036,18862,1
18864,1654752195,20.725,47.6,1157,400,12918,19431,938.701,1.47,1.52,10.09,1.573,0.036,18864,1
18866,1654752197,20.727,47.56,1157,400,12917,19436,938.692,1.46,1.52,10.05,1.567,0.035,18866,1
18868,1654752199,20.729,47.47,1145,400,12919,19442,938.69,1.45,1.51,10.0,1.56,0.035,18868,1
18870,1654752201,20.731,47.42,1212,401,12915,19429,938.69,1.46,1.52,10.08,1.571,0.035,18870,1
18872,1654752203,20.733,48.07,1231,426,12902,19417,938.688,1.48,1.54,10.17,1.586,0.036,18872,1
18874,1654752205,20.734,49.72,1235,417,12908,19425,938.673,1.48,1.54,10.17,1.586,0.036,18874,1
18876,1654752207,20.736,50.94,1230,425,12906,19421,938.684,1.45,1.51,10.01,1.561,0.035,18876,1
18878,1654752209,20.738,51.71,1233,410,12909,19427,938.699,1.42,1.48,9.8,1.529,0.035,18878,1
18880,1654752211,20.739,52.25,1141,400,12920,19439,938.696,1.37,1.43,9.45,1.474,0.033,18880,1
18882,1654752213,20.741,52.6,1174,406,12915,19438,938.686,1.36,1.41,9.36,1.46,0.033,18882,1
18884,1654752215,20.743,52.87,1178,412,12912,19436,938.689,1.4,1.45,9.61,1.498,0.034,18884,1
18886,1654752217,20.744,53.08,1149,410,12916,19439,938.694,1.41,1.47,9.71,1.513,0.034,18886,1
18888,1654752219,20.746,53.27,1163,413,12907,19430,938.699,1.47,1.53,10.13,1.58,0.036,18888,1
18890,1654752221,20.747,53.42,1166,408,12913,19443,938.699,1.49,1.55,10.24,1.597,0.036,18890,1
18892,1654752223,20.749,53.55,1134,403,12916,19446,938.696,1.5,1.55,10.3,1.606,0.036,18892,1
18894,1654752225,20.75,53.64,1138,401,12917,19444,938.698,1.48,1.53,10.16,1.585,0.036,18894,1
18896,1654752227,20.752,53.75,1195,402,12913,19432,938.706,1.52,1.58,10.46,1.632,0.037,18896,1
18898,1654752229,20.753,53.83,1184,413,12909,19427,938.704,1.6,1.66,11.03,1.72,0.039,18898,1
18900,1654752231,20.755,53.87,1203,410,12915,19432,938.708,1.65,1.72,11.37,1.773,0.04,18900,1
18902,1654752233,20.756,53.2,1130,400,12924,19449,938.698,1.8,1.87,12.39,1.933,0.044,18902,1
18904,1654752235,20.757,51.44,1138,400,12922,19435,938.708,1.86,1.94,12.83,2.001,0.045,18904,1
18906,1654752237,20.759,50.23,1117,400,12926,19449,938.72,1.91,1.98,13.12,2.046,0.046,18906,1
18908,1654752239,20.76,49.39,1163,400,12917,19444,938.715,1.96,2.04,13.5,2.105,0.048,18908,1
18910,1654752241,20.761,48.95,1214,408,12924,19436,938.71,1.96,2.04,13.49,2.104,0.048,18910,1
18912,1654752243,20.763,48.6,1180,400,12917,19430,938.703,1.91,1.99,13.17,2.053,0.046,18912,1
18914,1654752245,20.764,48.31,1207,400,12919,19431,938.695,1.84,1.92,12.69,1.979,0.045,18914,1
18916,1654752247,20.765,48.09,1161,400,12926,19442,938.708,1.82,1.89,12.51,1.95,0.044,18916,1
18918,1654752249,20.766,47.91,1214,400,12920,19434,938.699,1.82,1.9,12.56,1.958,0.044,18918,1
18920,1654752251,20.768,47.78,1168,400,12922,19433,938.69,1.8,1.87,12.36,1.927,0.044,18920,1
18922,1654752253,20.769,47.69,1174,400,12920,19437,938.69,1.77,1.84,12.21,1.904,0.043,18922,1
18924,1654752255,20.77,47.62,1201,400,12922,19439,938.686,1.81,1.88,12.47,1.945,0.044,18924,1
18926,1654752257,20.771,47.53,1199,400,12918,19427,938.687,1.86,1.93,12.78,1.993,0.045,18926,1
18928,1654752259,20.772,47.45,1180,400,12923,19428,938.687,1.86,1.93,12.78,1.993,0.045,18928,1
18930,1654752261,20.773,47.39,1207,403,12918,19427,938.695,1.79,1.86,12.29,1.917,0.043,18930,1
18932,1654752263,20.774,48.06,1268,425,12902,19407,938.699,1.74,1.81,11.98,1.869,0.042,18932,1
18934,1654752265,20.775,49.74,1276,424,12909,19411,938.693,1.68,1.74,11.56,1.802,0.041,18934,1
18936,1654752267,20.776,50.91,1220,409,12911,19413,938.682,1.62,1.68,11.14,1.737,0.039,18936,1
18938,1654752269,20.777,51.67,1224,400,12910,19424,938.698,1.57,1.63,10.8,1.684,0.038,18938,1
18940,1654752271,20.778,52.23,1212,408,12910,19420,938.701,1.51,1.57,10.42,1.625,0.037,18940,1
18942,1654752273,20.779,52.59,1201,400,12916,19429,938.704,1.45,1.5,9.97,1.554,0.035,18942,1
18944,1654752275,20.78,52.85,1189,401,12909,19414,938.705,1.44,1.5,9.92,1.548,0.035,18944,1
18946,1654752277,20.78,53.09,1201,417,12920,19433,938.705,1.44,1.5,9.92,1.547,0.035,18946,1
18948,1654752279,20.781,53.23,1182,400,12918,19437,938.707,1.4,1.45,9.64,1.502,0.034,18948,1
18950,1654752281,20.782,53.41,1197,400,12921,19431,938.713,1.42,1.48,9.77,1.524,0.034,18950,1
18952,1654752283,20.783,53.51,1207,401,12916,19427,938.706,1.49,1.54,10.22,1.594,0.036,18952,1
18954,1654752285,20.784,53.64,1186,404,12915,19430,938.693,1.55,1.61,10.63,1.658,0.037,18954,1
18956,1654752287,20.784,53.71,1203,413,12913,19427,938.69,1.59,1.65,10.95,1.707,0.039,18956,1
18958,1654752289,20.785,53.8,1207,400,12920,19429,938.7,1.62,1.69,11.16,1.741,0.039,18958,1
18960,1654752291,20.786,53.91,1170,400,12918,19429,938.698,1.6,1.67,11.03,1.721,0.039,18960,1
18962,1654752293,20.786,53.15,1118,400,12937,19452,938.699,1.55,1.61,10.64,1.659,0.037,18962,1
18964,1654752295,20.787,51.39,1186,400,12929,19436,938.701,1.5,1.56,10.32,1.609,0.036,18964,1
18966,1654752297,20.787,50.16,1187,400,12928,19437,938.706,1.5,1.56,10.31,1.608,0.036,18966,1
18968,1654752299,20.788,49.39,1153,400,12926,19437,938.691,1.49,1.55,10.24,1.597,0.036,18968,1
18970,1654752301,20.789,48.9,1216,402,12918,19429,938.706,1.51,1.57,10.39,1.62,0.037,18970,1
18972,1654752303,20.789,48.55,1197,400,12925,19427,938.689,1.57,1.64,10.84,1.69,0.038,18972,1
18974,1654752305,20.79,48.26,1205,400,12920,19425,938.69,1.61,1.68,11.11,1.733,0.039,18974,1
18976,1654752307,20.79,48.05,1199,400,12917,19426,938.697,1.7,1.77,11.72,1.828,0.041,18976,1
18978,1654752309,20.79,47.92,1212,400,12914,19422,938.694,1.77,1.84,12.18,1.9,0.043,18978,1
18980,1654752311,20.791,47.78,1220,414,12913,19424,938.696,1.76,1.83,12.12,1.89,0.043,18980,1
18982,1654752313,20.791,47.7,1231,407,12915,19424,938.695,1.77,1.84,12.21,1.903,0.043,18982,1
18984,1654752315,20.792,47.55,1203,400,12923,19432,938.705,1.76,1.83,12.12,1.89,0.043,18984,1
18986,1654752317,20.792,47.48,1253,407,12918,19421,938.699,1.79,1.86,12.31,1.92,0.043,18986,1
18988,1654752319,20.792,47.4,1214,400,12916,19425,938.688,1.8,1.87,12.41,1.935,0.044,18988,1
18990,1654752321,20.792,47.37,1214,400,12920,19429,938.695,1.87,1.94,12.87,2.006,0.045,18990,1
18992,1654752323,20.793,48.08,1299,425,12905,19399,938.703,1.9,1.98,13.1,2.042,0.046,18992,1
18994,1654752325,20.793,49.7,1295,419,12910,19417,938.69,1.91,1.98,13.13,2.048,0.046,18994,1
18996,1654752327,20.793,50.9,1214,404,12916,19420,938.692,1.85,1.93,12.75,1.989,0.045,18996,1
18998,1654752329,20.793,51.67,1247,409,12914,19413,938.69,1.81,1.88,12.47,1.944,0.044,18998,1
19000,1654752331,20.793,52.2,1233,400,12916,19416,938.697,1.73,1.8,11.93,1.861,0.042,19000,1
19002,1654752333,20.793,52.57,1191,400,12922,19419,938.683,1.76,1.83,12.13,1.892,0.043,19002,1
19004,1654752335,20.794,52.87,1270,413,12908,19415,938.694,1.76,1.83,12.11,1.888,0.043,19004,1
19006,1654752337,20.794,53.05,1210,403,12913,19418,938.69,1.72,1.78,11.81,1.841,0.042,19006,1
19008,1654752339,20.794,53.22,1228,408,12916,19417,938.697,1.69,1.75,11.6,1.809,0.041,19008,1
19010,1654752341,20.794,53.36,1235,408,12917,19421,938.695,1.71,1.78,11.77,1.835,0.041,19010,1
19012,1654752343,20.794,53.49,1197,406,12915,19422,938.693,1.79,1.86,12.31,1.92,0.043,19012,1
19014,1654752345,20.794,53.58,1222,405,12920,19425,938.692,1.84,1.91,12.64,1.972,0.045,19014,1
19016,1654752347,20.793,53.71,1279,420,12910,19413,938.705,1.85,1.92,12.74,1.987,0.045,19016,1
19018,1654752349,20.793,53.8,1228,400,12911,19420,938.697,1.92,2.0,13.24,2.065,0.047,19018,1
19020,1654752351,20.793,53.89,1254,417,12920,19423,938.72,1.93,2.01,13.32,2.076,0.047,19020,1
19022,1654752353,20.793,53.15,1186,400,12931,19437,938.725,1.95,2.03,13.44,2.096,0.047,19022,1
19024,1654752355,20.793,51.37,1201,400,12933,19437,938.719,1.94,2.02,13.38,2.087,0.047,19024,1
19026,1654752357,20.793,50.14,1174,400,12931,19438,938.711,1.92,1.99,13.2,2.058,0.046,19026,1
19028,1654752359,20.792,49.38,1170,400,12924,19435,938.714,1.86,1.93,12.78,1.993,0.045,19028,1
19030,1654752361,20.792,48.89,1216,400,12919,19424,938.706,1.78,1.85,12.27,1.913,0.043,19030,1
19032,1654752363,20.792,48.53,1203,405,12920,19424,938.726,1.74,1.81,11.96,1.865,0.042,19032,1
19034,1654752365,20.792,48.26,1207,400,12921,19427,938.723,1.69,1.75,11.6,1.809,0.041,19034,1
19036,1654752367,20.791,48.05,1186,400,12924,19431,938.724,1.68,1.75,11.56,1.803,0.041,19036,1
19038,1654752369,20.791,47.88,1214,400,12919,19418,938.716,1.62,1.68,11.14,1.737,0.039,19038,1
19040,1654752371,20.79,47.73,1222,401,12920,19426,938.711,1.62,1.68,11.12,1.734,0.039,19040,1
19042,1654752373,20.79,47.66,1222,404,12923,19427,938.705,1.66,1.72,11.42,1.78,0.04,19042,1
19044,1654752375,20.789,47.58,1247,400,12921,19416,938.712,1.65,1.71,11.32,1.766,0.04,19044,1
19046,1654752377,20.789,47.5,1247,408,12917,19423,938.706,1.6,1.66,11.02,1.718,0.039,19046,1
19048,1654752379,20.788,47.4,1199,402,12919,19428,938.706,1.6,1.66,10.98,1.713,0.039,19048,1
19050,1654752381,20.788,47.38,1241,403,12918,19420,938.718,1.64,1.7,11.27,1.758,0.04,19050,1
19052,1654752383,20.787,48.08,1316,429,12903,19400,938.713,1.71,1.78,11.8,1.84,0.042,19052,1
19054,1654752385,20.787,49.74,1253,414,12908,19409,938.708,1.76,1.83,12.1,1.886,0.043,19054,1
19056,1654752387,20.786,50.94,1287,417,12914,19424,938.722,1.73,1.8,11.89,1.854,0.042,19056,1
19058,1654752389,20.785,51.69,1231,415,12907,19418,938.718,1.74,1.81,11.97,1.867,0.042,19058,1
19060,1654752391,20.785,52.24,1189,408,12916,19433,938.718,1.79,1.86,12.35,1.926,0.044,19060,1
19062,1654752393,20.784,52.6,1193,403,12917,19427,938.719,1.85,1.92,12.74,1.987,0.045,19062,1
19064,1654752395,20.783,52.93,1191,400,12912,19426,938.705,1.91,1.99,13.17,2.054,0.046,19064,1
19066,1654752397,20.783,53.12,1191,400,12915,19433,938.698,2.01,2.09,13.83,2.156,0.049,19066,1
19068,1654752399,20.782,53.31,1187,400,12914,19431,938.702,2.06,2.14,14.17,2.209,0.05,19068,1
19070,1654752401,20.781,53.42,1226,414,12909,19423,938.716,2.19,2.28,15.08,2.351,0.053,19070,1
19072,1654752403,20.78,53.55,1197,403,12922,19429,938.692,2.22,2.3,15.26,2.379,0.054,19072,1
19074,1654752405,20.779,53.68,1184,403,12917,19427,938.702,2.21,2.29,15.18,2.368,0.053,19074,1
19076,1654752407,20.778,53.79,1239,400,12919,19427,938.703,2.15,2.24,14.82,2.312,0.052,19076,1
19078,1654752409,20.777,53.84,1166,400,12924,19435,938.703,2.12,2.21,14.61,2.279,0.051,19078,1
19080,1654752411,20.776,53.96,1193,410,12919,19434,938.692,2.08,2.16,14.3,2.23,0.05,19080,1
19082,1654752413,20.775,53.25,1118,400,12931,19452,938.695,1.95,2.03,13.43,2.095,0.047,19082,1
19084,1654752415,20.774,51.48,1143,400,12930,19448,938.699,1.83,1.9,12.58,1.962,0.044,19084,1
19086,1654752417,20.773,49.86,1180,400,12922,19433,938.699,1.77,1.84,12.17,1.898,0.043,19086,1
19088,1654752419,20.772,49.25,1187,400,12922,19436,938.703,1.78,1.85,12.24,1.908,0.043,19088,1
19090,1654752421,20.771,48.81,1145,400,12927,19442,938.705,1.72,1.79,11.84,1.847,0.042,19090,1
19092,1654752423,20.77,48.51,1151,400,12927,19441,938.718,1.69,1.76,11.65,1.816,0.041,19092,1
19094,1654752425,20.769,48.24,1191,402,12919,19428,938.715,1.68,1.75,11.57,1.804,0.041,19094,1
19096,1654752427,20.768,48.06,1199,402,12920,19426,938.729,1.74,1.81,11.97,1.867,0.042,19096,1
19098,1654752429,20.766,47.91,1166,400,12922,19429,938.726,1.73,1.8,11.9,1.856,0.042,19098,1
19100,1654752431,20.765,47.83,1189,400,12923,19430,938.728,1.69,1.75,11.61,1.811,0.041,19100,1
19102,1654752433,20.764,47.7,1187,400,12921,19433,938.706,1.65,1.72,11.39,1.775,0.04,19102,1
19104,1654752435,20.763,47.61,1191,400,12924,19430,938.701,1.65,1.72,11.37,1.773,0.04,19104,1
19106,1654752437,20.761,47.51,1191,400,12926,19433,938.706,1.62,1.68,11.13,1.735,0.039,19106,1
19108,1654752439,20.76,47.45,1199,400,12926,19426,938.716,1.58,1.64,10.88,1.696,0.038,19108,1
19110,1654752441,20.758,47.4,1203,400,12923,19428,938.719,1.6,1.66,10.99,1.715,0.039,19110,1
19112,1654752443,20.757,48.06,1277,425,12911,19410,938.716,1.6,1.66,11.0,1.716,0.039,19112,1
19114,1654752445,20.756,49.75,1262,417,12907,19413,938.706,1.57,1.63,10.81,1.685,0.038,19114,1
19116,1654752447,20.754,50.94,1264,418,12907,19401,938.696,1.54,1.6,10.59,1.651,0.037,19116,1
19118,1654752449,20.753,51.71,1276,420,12914,19414,938.709,1.48,1.54,10.21,1.593,0.036,19118,1
19120,1654752451,20.751,52.24,1214,417,12911,19418,938.703,1.46,1.51,10.02,1.563,0.035,19120,1
19122,1654752453,20.749,52.63,1208,415,12919,19423,938.686,1.44,1.5,9.92,1.547,0.035,19122,1
19124,1654752455,20.748,52.89,1260,411,12916,19416,938.696,1.44,1.49,9.9,1.544,0.035,19124,1
19126,1654752457,20.746,53.09,1241,408,12914,19417,938.708,1.42,1.48,9.79,1.527,0.034,19126,1
19128,1654752459,20.745,53.26,1254,414,12915,19423,938.706,1.47,1.52,10.1,1.575,0.036,19128,1
19130,1654752461,20.743,53.43,1235,406,12916,19426,938.722,1.48,1.54,10.19,1.589,0.036,19130,1
19132,1654752463,20.741,53.57,1184,420,12909,19420,938.711,1.48,1.54,10.18,1.587,0.036,19132,1
19134,1654752465,20.739,53.65,1220,409,12920,19414,938.716,1.47,1.53,10.11,1.576,0.036,19134,1
19136,1654752467,20.738,53.76,1218,419,12913,19411,938.713,1.45,1.51,9.99,1.557,0.035,19136,1
19138,1654752469,20.736,53.84,1233,400,12916,19426,938.721,1.5,1.55,10.3,1.606,0.036,19138,1
19140,1654752471,20.734,53.92,1239,415,12912,19424,938.723,1.55,1.61,10.67,1.664,0.038,19140,1
19142,1654752473,20.732,53.21,1168,400,12932,19434,938.726,1.56,1.62,10.71,1.67,0.038,19142,1
19144,1654752475,20.73,51.47,1157,400,12927,19436,938.725,1.59,1.65,10.96,1.709,0.039,19144,1
19146,1654752477,20.728,50.25,1157,400,12924,19438,938.718,1.62,1.68,11.12,1.734,0.039,19146,1
19148,1654752479,20.726,49.44,1184,400,12922,19428,938.716,1.63,1.69,11.21,1.749,0.039,19148,1
19150,1654752481,20.724,48.92,1189,400,12927,19430,938.713,1.62,1.69,11.17,1.742,0.039,19150,1
19152,1654752483,20.722,48.61,1191,400,12922,19439,938.71,1.56,1.63,10.77,1.68,0.038,19152,1
19154,1654752485,20.72,48.35,1212,404,12922,19428,938.73,1.52,1.57,10.43,1.626,0.037,19154,1
19156,1654752487,20.718,48.11,1193,400,12922,19429,938.734,1.49,1.54,10.23,1.595,0.036,19156,1
19158,1654752489,20.716,47.93,1189,400,12923,19433,938.725,1.51,1.57,10.41,1.623,0.037,19158,1
19160,1654752491,20.714,47.82,1193,400,12923,19425,938.72,1.58,1.65,10.9,1.7,0.038,19160,1
19162,1654752493,20.712,47.7,1220,404,12921,19431,938.72,1.6,1.66,10.99,1.713,0.039,19162,1
19164,1654752495,20.71,47.64,1201,400,12926,19428,938.719,1.57,1.63,10.83,1.689,0.038,19164,1
19166,1654752497,20.707,47.5,1187,400,12925,19429,938.712,1.53,1.59,10.5,1.637,0.037,19166,1
19168,1654752499,20.705,47.42,1182,400,12920,19417,938.719,1.5,1.56,10.31,1.607,0.036,19168,1
19170,1654752501,20.703,47.38,1237,400,12927,19430,938.715,1.47,1.53,10.13,1.58,0.036,19170,1
19172,1654752503,20.7,48.11,1272,424,12910,19413,938.715,1.43,1.49,9.86,1.537,0.035,19172,1
19174,1654752505,20.698,49.75,1276,424,12907,19411,938.71,1.39,1.45,9.6,1.497,0.034,19174,1
19176,1654752507,20.696,50.94,1222,420,12910,19412,938.715,1.36,1.42,9.38,1.462,0.033,19176,1
19178,1654752509,20.693,51.71,1189,400,12927,19429,938.721,1.32,1.37,9.1,1.419,0.032,19178,1
19180,1654752511,20.691,52.25,1253,404,12916,19414,938.711,1.31,1.36,9.0,1.403,0.032,19180,1
19182,1654752513,20.688,52.6,1197,400,12923,19428,938.709,1.38,1.44,9.51,1.484,0.034,19182,1
19184,1654752515,20.686,52.86,1210,400,12919,19426,938.708,1.4,1.45,9.64,1.503,0.034,19184,1
19186,1654752517,20.683,53.11,1182,400,12918,19424,938.723,1.41,1.47,9.74,1.518,0.034,19186,1
19188,1654752519,20.681,53.25,1208,400,12921,19422,938.712,1.45,1.51,10.01,1.561,0.035,19188,1
19190,1654752521,20.678,53.43,1191,400,12923,19430,938.699,1.49,1.55,10.24,1.597,0.036,19190,1
19192,1654752523,20.676,53.57,1228,408,12916,19418,938.701,1.47,1.52,10.09,1.573,0.036,19192,1
19194,1654752525,20.673,53.7,1233,410,12918,19420,938.703,1.48,1.54,10.19,1.588,0.036,19194,1
19196,1654752527,20.67,53.79,1197,400,12921,19425,938.707,1.46,1.52,10.07,1.57,0.035,19196,1
19198,1654752529,20.668,53.85,1216,404,12917,19426,938.699,1.49,1.55,10.27,1.601,0.036,19198,1
19200,1654752531,20.665,53.96,1203,405,12918,19429,938.704,1.57,1.63,10.79,1.683,0.038,19200,1
19202,1654752533,20.662,53.25,1120,400,12933,19445,938.695,1.67,1.74,11.52,1.797,0.041,19202,1
19204,1654752535,20.659,51.41,1155,400,12924,19445,938.697,1.72,1.79,11.83,1.845,0.042,19204,1
19206,1654752537,20.656,50.22,1172,400,12926,19438,938.691,1.77,1.84,12.16,1.896,0.043,19206,1
19208,1654752539,20.653,49.41,1161,400,12927,19434,938.684,1.79,1.86,12.33,1.923,0.043,19208,1
19210,1654752541,20.651,48.89,1224,400,12920,19428,938.68,1.86,1.93,12.8,1.997,0.045,19210,1
19212,1654752543,20.648,48.58,1212,401,12921,19431,938.679,1.93,2.0,13.25,2.066,0.047,19212,1
19214,1654752545,20.645,48.29,1203,400,12925,19428,938.687,1.87,1.95,12.89,2.01,0.045,19214,1
19216,1654752547,20.642,48.08,1251,404,12923,19421,938.69,1.85,1.93,12.76,1.99,0.045,19216,1
19218,1654752549,20.639,47.92,1212,401,12925,19427,938.697,1.9,1.98,13.09,2.042,0.046,19218,1
19220,1654752551,20.636,47.83,1207,400,12924,19427,938.704,1.88,1.96,12.96,2.02,0.046,19220,1
19222,1654752553,20.632,47.68,1235,404,12920,19425,938.699,1.84,1.91,12.68,1.977,0.045,19222,1
19224,1654752555,20.629,47.6,1226,400,12923,19424,938.696,1.82,1.89,12.5,1.949,0.044,19224,1
19226,1654752557,20.626,47.48,1224,400,12925,19429,938.684,1.87,1.94,12.88,2.008,0.045,19226,1
19228,1654752559,20.623,47.44,1199,400,12924,19420,938.702,1.87,1.95,12.89,2.01,0.045,19228,1
19230,1654752561,20.62,47.39,1174,400,12927,19433,938.706,1.86,1.94,12.83,2.0,0.045,19230,1
19232,1654752563,20.617,48.13,1289,433,12907,19405,938.712,1.85,1.93,12.76,1.989,0.045,19232,1
19234,1654752565,20.613,49.78,1270,422,12914,19414,938.719,1.8,1.87,12.4,1.934,0.044,19234,1
19236,1654752567,20.61,50.96,1254,420,12914,19417,938.713,1.79,1.86,12.31,1.919,0.043,19236,1
19238,1654752569,20.607,51.71,1222,402,12916,19418,938.703,1.7,1.76,11.69,1.822,0.041,19238,1
19240,1654752571,20.603,52.27,1231,408,12912,19418,938.71,1.6,1.66,11.02,1.719,0.039,19240,1
19242,1654752573,20.6,52.66,1207,400,12917,19425,938.718,1.53,1.59,10.54,1.644,0.037,19242,1
19244,1654752575,20.596,52.88,1237,412,12919,19425,938.709,1.47,1.52,10.08,1.572,0.036,19244,1
19246,1654752577,20.593,53.13,1212,404,12917,19426,938.714,1.47,1.53,10.13,1.579,0.036,19246,1
19248,1654752579,20.589,53.26,1233,407,12919,19428,938.719,1.46,1.52,10.05,1.566,0.035,19248,1
19250,1654752581,20.586,53.46,1233,410,12916,19419,938.696,1.44,1.49,9.9,1.543,0.035,19250,1
19252,1654752583,20.582,53.57,1218,402,12919,19423,938.701,1.43,1.48,9.81,1.53,0.035,19252,1
19254,1654752585,20.579,53.67,1226,401,12922,19423,938.712,1.41,1.46,9.67,1.509,0.034,19254,1
19256,1654752587,20.575,53.75,1243,400,12922,19422,938.702,1.45,1.51,9.97,1.555,0.035,19256,1
19258,1654752589,20.571,53.85,1226,400,12921,19421,938.701,1.49,1.55,10.25,1.599,0.036,19258,1
19260,1654752591,20.568,53.93,1197,400,12924,19431,938.701,1.49,1.55,10.25,1.598,0.036,19260,1
19262,1654752593,20.564,53.19,1128,400,12934,19449,938.696,1.53,1.59,10.51,1.639,0.037,19262,1
19264,1654752595,20.56,51.44,1140,400,12933,19444,938.695,1.5,1.55,10.3,1.606,0.036,19264,1
19266,1654752597,20.556,50.21,1126,400,12934,19449,938.685,1.44,1.5,9.94,1.55,0.035,19266,1
19268,1654752599,20.553,49.41,1124,400,12932,19446,938.688,1.4,1.45,9.6,1.498,0.034,19268,1
19270,1654752601,20.549,48.94,1117,400,12928,19439,938.703,1.43,1.48,9.83,1.532,0.035,19270,1
19272,1654752603,20.545,48.55,1164,400,12925,19443,938.711,1.43,1.48,9.81,1.53,0.035,19272,1
19274,1654752605,20.541,48.28,1174,400,12925,19432,938.724,1.41,1.46,9.68,1.509,0.034,19274,1
19276,1654752607,20.537,48.1,1170,404,12925,19438,938.699,1.42,1.48,9.8,1.528,0.035,19276,1
19278,1654752609,20.533,47.93,1186,400,12930,19440,938.692,1.39,1.45,9.58,1.493,0.034,19278,1
19280,1654752611,20.529,47.76,1164,400,12928,19438,938.689,1.39,1.44,9.56,1.49,0.034,19280,1
19282,1654752613,20.525,47.72,1216,408,12927,19438,938.692,1.4,1.45,9.63,1.501,0.034,19282,1
19284,1654752615,20.521,47.56,1174,400,12927,19433,938.695,1.45,1.51,9.99,1.557,0.035,19284,1
19286,1654752617,20.517,47.54,1143,400,12930,19442,938.69,1.49,1.54,10.23,1.595,0.036,19286,1
19288,1654752619,20.513,47.45,1145,400,12919,19429,938.697,1.52,1.58,10.48,1.634,0.037,19288,1
19290,1654752621,20.508,47.37,1163,400,12927,19434,938.683,1.52,1.58,10.45,1.63,0.037,19290,1
19292,1654752623,20.504,48.12,1243,420,12910,19418,938.675,1.59,1.65,10.93,1.704,0.038,19292,1
19294,1654752625,20.5,49.78,1222,406,12924,19426,938.679,1.61,1.67,11.07,1.727,0.039,19294,1
19296,1654752627,20.496,50.89,1191,412,12919,19429,938.678,1.62,1.69,11.18,1.743,0.039,19296,1
19298,1654752629,20.491,51.71,1230,405,12920,19428,938.678,1.66,1.72,11.4,1.777,0.04,19298,1
19300,1654752631,20.487,52.23,1220,404,12924,19419,938.678,1.68,1.75,11.57,1.804,0.041,19300,1
19302,1654752633,20.483,52.6,1191,401,12926,19423,938.685,1.67,1.73,11.47,1.788,0.04,19302,1
19304,1654752635,20.478,52.9,1243,406,12921,19426,938.685,1.72,1.79,11.83,1.845,0.042,19304,1
19306,1654752637,20.474,53.1,1230,409,12920,19423,938.692,1.77,1.84,12.19,1.9,0.043,19306,1
19308,1654752639,20.469,53.3,1218,403,12922,19424,938.688,1.75,1.82,12.07,1.882,0.042,19308,1
19310,1654752641,20.465,53.42,1187,403,12918,19419,938.683,1.73,1.8,11.9,1.856,0.042,19310,1
